description,country,variety
"Slightly rooty and warm, with a nose that's one part stewy and malty and another part complex and fruity. In the mouth, vanilla and spice add character to common berry fruit flavors, while the finish is silky and fairly long. Overall this is a nice, handsome wine with balance and character. Expect to be pleased but not blown away.",Spain,Tempranillo Blend
"Very nice for a 2002. The wine is elegant and delivers aromas of violets, minerals and dried fruits. The palate folds in chocolate and spice along with a layer of blackberry flavor. We wouldn't call it superconcentrated or complex, but it's driven, pure and pleasurable. Smells, weighs and tastes a lot like Bordeaux.",Spain,Tempranillo Blend
"Ysios is a ripe, smooth wine with polished aromas of black fruit, charred meat and vanilla. The palate has black cherry, plum, bacon and chocolate flavors, and the finish is smoky. Throughout there's a nice grilled character to the wine, which isn't very complicated and isn't likely to improve much with age. Drink now through 2010.",Spain,Tempranillo
"This Albariño grows on you right away. The wine starts out shy and clean, almost as if it were neutral. But as it opens you'll see that citrus, saline and tropical fruit flavors emerge. By the time it's fully unraveled the wine is smooth as glass, comfortable and just right for drinking now.",Spain,Albariño
"Ripe, tropical and laced with pineapple, nectarine, green banana and melon. This is the best Don Olegario we've had in the past three vintages, and that's because it's here in the year after harvest, as it should be. Thus it's fresh, smooth and tight, with hints of petrol, pepper and citrus pith toughening up the finish. Drink now.",Spain,Albariño
"Minty, chocolaty notes add something to the wine's floral, berry aromas, while the acid-driven palate sports zingy black cherry and plum flavors that come with coconut, vanilla and chocolate shadings, all evidence of some well-applied oak. Cleansing, acidic and nicely done for a bargain-priced wine.",Spain,Tempranillo
"Smooth and ripe smelling, with clean berry aromas. Cherry, plum and pepper are the lead flavors, and the feel is tangy, zippy and clampy, but exceedingly fresh. Not a lot of richness, depth or body here, but it's pure, clean wine with common appeal.",Spain,Tempranillo
"Solid Mencía, but a little on the generic, bland side. The body is medium, the tannins mellow, and the flavors are your standard dark berry. The finish is easygoing but doesn't offer much pizzazz or lasting impressions. Fresh, no-nonsense Bierzo for everyday drinking.",Spain,Mencía
"Floral and a bit mineral, but also a tiny bit hot and rough. The palate is sweet, solid and slightly sharp in feel, with dark, baked-fruit flavors of plum and berry. A robust finish with a touch of burn closes things out.",Spain,Monastrell
"The nose kicks up ginger ale and a touch of lime, and that's followed by apple and mild citrus flavors. The mouthfeel is good and the finish crisp, clean and full of vibrant acidity. A perfectly fine and pleasant cava, but nothing out of the ordinary.",Spain,Sparkling Blend
"Full and fruity as well as dense and structured. Not bad for an inexpensive Spanish red. The palate is fairly smooth but also a tad bit juicy. Chocolate, coffee and a dryness work the palate. Even shows some finesse along the way.",Spain,Tempranillo
"Lemon peel and zesty raspberry aromas greet you, and next in line comes a mouthful of sharp red-fruit flavors that are tangy and juicy. This represents the fresh, almost austere side of Tempranillo. It's also similar to most 2002s, which are more lean and tart than average.",Spain,Tempranillo
"Yeasty and round, with aromas of citrus and spent campfire. The palate runs toward peach and cantaloupe with a brown sugar coating. A bit sweet and candied late, yet mouthfilling and pleasant.",Spain,Sparkling Blend
"Very round and candied, with a ton of vanilla on the nose. It's made in the supersweet style, as if it's supposed to go with wedding cake or caramel bon bons. Yet there's enough balance to keep it on an even keel, which should make it perfect for those raised on candy-sweet wines and their kin. Certainly not to everyone's liking but not a poorly made wine by any means.",Spain,Sparkling Blend
"When in doubt, you can always trust Dry Sack. As always, this is a powerful, rich Sherry with burnt sugar and heavily toasted coffee and caramel flavors. It's no softie courtesy of heat and acidity, and at all points it mixes its sweet side with tough, roasted intensity. Great for cigar smokers.",Spain,Sherry
"Excellent Ribera crianza here. It has a smooth, appealing bouquet of candied berry fruit, which is followed by a rich palate of cassis, black cherry, prune, chocolate and coffee. For the price point this is right on the money; it's ripe but also really good and ready to drink.",Spain,Tempranillo
"A new take on Harveys Bristol Cream. Instead of you adding a twist of orange with the final pour, they've done it for you. But as with many infused drinks, the aromas are kind of artificial and the flavors run straight to candied and never come back. Worth a go if you like orange as a lead flavor—serve on the rocks.",Spain,Sherry
"Verdejo and Viura comprise this mineral- and pepper-tinged wine. The palate is clean but a touch blanced out and drying. Flavors of citrus, apple and banana transform into walnut and aging cider on the finish.",Spain,White Blend
"Heavily stewed and raisiny, almost to the point of no return. And while the wine is definitely cooked and starchy, it rallies on the palate and finish to show some decent Priorat-style richness and flavor. But let's face it, the wine is 80% baked and won't last for much longer.",Spain,Red Blend
"Smoky like BBQ, with dried fruits, leather and heat. Maybe a bit too exuberant in how it hits the palate; the fruit is a touch tangy and clipped, while the tannins are persistent if anything. A touchy, prickly wine that will do well with grilled meats.",Spain,Tinto del Pais
"Nicely done, a touch soft, but strong as a whole. The nose shows some typical Arienzo earth and stewiness, while the balanced palate is meaty but fresh enough, with good berry fruit resting on a bed of firm tannins and proper acids. Not a complicated wine; it's classic Rioja.",Spain,Tempranillo
"This Tempranillo-dominated red (it includes 25% Graciano) is oaky and drying, with cinnamon and basic red-fruit aromas on the bouquet. The palate is tannic and solid, with raspberry, plum and spice. Turns increasingly oaky toward the end, with a rush of butter. Round and generally well balanced, yet nothing out of the ordinary.",Spain,Tempranillo Blend
"Typical Garnacha-Tempranillo rosado, with fresh berry aromas and bright peach, nectarine and apple flavors. More lean and streamlined than bulky, so you won't find much in the way of red-fruit character. Clean, persistent and fresh.",Spain,Rosé
"Light raspberry along with charred wood carries the modest nose. Additional raspberry flavors blend with sweeter strawberry tastes to create a mildly creamy, easygoing palate. Finishes fairly buttery, with toast and popcorn notes. An attempt at a major-league wine that is semi-successful.",Spain,Tempranillo Blend
"This blend of Tempranillo, Merlot, Cabernet and Graciano has a sultry, earthy, almost minerally nose that's backed up by blackberry, cassis and melted brown sugar flavors. Chewy and modern, with a brawny finish that houses baked-fruit notes and a dash of chocolate.",Spain,Red Blend
"A big, ripe and earthy wine, with some baked black fruit and chocolate to the nose. Far more saturated and dense than Siruela's other Ribera wines, but amid the heft there's rich plum and roasted berry flavors and good overall balance. The finish has an herbal tinge.",Spain,Tempranillo Blend
"A mixture of baked fruit, bacon, asphalt and leather aromas is impressive, and so is the bright, composed palate and its flavors of plum, raspberry and tobacco. It's crisp and zesty, which is probably reflective of the cool 2002 vintage, but still it's a very nice wine with depth and dexterity. Drink now.",Spain,Tempranillo Blend
