Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Rating
Call of Duty: Modern Warfare 2,X360,2009.0,Shooter,Activision,8.52,3.59,0.08,1.28,M
Hello Kitty: Birthday Adventures,DS,2010.0,Adventure,Namco Bandai Games,0.06,0.1,0.0,0.02,E
Bujingai: The Forsaken City,PS2,2003.0,Fighting,505 Games,0.05,0.04,0.0,0.01,T
Virtual Pool: Tournament Edition,XB,2005.0,Sports,Global Star,0.02,0.01,0.0,0.0,E
Sega Smash Pack,GBA,2002.0,Misc,Atari,0.23,0.08,0.0,0.01,E
ShellShock 2: Blood Trails,PS3,2009.0,Shooter,Eidos Interactive,0.04,0.03,0.0,0.01,M
Silent Hill 4: The Room,XB,2004.0,Action,Konami Digital Entertainment,0.14,0.04,0.0,0.01,M
Lord of Magna: Maiden Heaven,3DS,2014.0,Role-Playing,Marvelous Entertainment,0.0,0.0,0.06,0.0,T
Yakuza 3,PS3,2009.0,Action,Sega,0.21,0.2,0.62,0.08,M
Brothers in Arms: Hell's Highway,X360,2008.0,Shooter,Ubisoft,0.47,0.3,0.0,0.09,M
Naruto Shippuden: Kizuna Drive,PSP,2010.0,Action,Namco Bandai Games,0.04,0.02,0.05,0.01,T
Frogger: Ancient Shadow,GC,2005.0,Platform,Konami Digital Entertainment,0.04,0.01,0.0,0.0,E
Dead Man's Hand,XB,2004.0,Shooter,Atari,0.09,0.02,0.0,0.0,T
Deadly Premonition,X360,2010.0,Action,Rising Star Games,0.18,0.06,0.0,0.02,M
Def Jam: Fight for NY,PS2,2004.0,Fighting,Electronic Arts,0.86,0.67,0.0,0.22,M
Clash of the Titans,X360,2010.0,Action,Namco Bandai Games,0.08,0.06,0.0,0.02,T
Pro Rally,GC,2002.0,Racing,Ubisoft,0.01,0.0,0.0,0.0,E
Biker Mice From Mars,PS2,2006.0,Racing,Game Factory,0.03,0.02,0.0,0.01,E10+
RollerCoaster Tycoon: Gold Edition,PC,2002.0,Strategy,Infogrames,0.01,0.0,0.0,0.0,E
Final Fantasy Chronicles,PS,2001.0,Role-Playing,Square,0.29,0.2,0.0,0.03,T
Atari Classics Evolved,PSP,2007.0,Misc,Atari,0.08,0.0,0.0,0.01,E
Samantha Swift and the Hidden Roses of Athena,DS,2010.0,Adventure,Unknown,0.04,0.01,0.0,0.0,E
Monster Rancher 2,PS,1998.0,Simulation,Sony Computer Entertainment,0.19,0.13,0.66,0.07,E
Dead to Rights: Reckoning,PSP,2005.0,Shooter,Electronic Arts,0.12,0.0,0.0,0.01,M
Animal Genius,DS,2007.0,Puzzle,Ubisoft,0.1,0.0,0.0,0.01,E
MySims Collection,Wii,2010.0,Misc,Electronic Arts,0.13,0.0,0.0,0.01,E
Broken Sword: The Sleeping Dragon,XB,2003.0,Adventure,THQ,0.01,0.0,0.0,0.0,T
Wade Hixton's Counter Punch,GBA,2004.0,Sports,"Destination Software, Inc",0.01,0.0,0.0,0.0,T
Imagine: Boutique Owner,DS,2009.0,Simulation,Ubisoft,0.2,0.0,0.0,0.01,E
La Pucelle: Tactics,PS2,2002.0,Role-Playing,Tecmo Koei,0.09,0.07,0.0,0.02,T
7th Dragon III Code: VFD,3DS,2015.0,Role-Playing,Sega,0.04,0.0,0.12,0.0,T
Cabela's Deer Hunt: 2004 Season,PS2,2003.0,Sports,Activision Value,0.37,0.29,0.0,0.1,T
FIFA Soccer 2005,XB,2004.0,Sports,Electronic Arts,0.33,0.6,0.0,0.04,E
NASCAR Thunder 2004,PS2,2003.0,Racing,Electronic Arts,0.53,0.41,0.0,0.14,E
Armed and Dangerous,XB,2003.0,Shooter,LucasArts,0.09,0.03,0.0,0.0,T
Super Bubble Pop,XB,2002.0,Puzzle,Jaleco,0.01,0.0,0.0,0.0,E
Challenge Me: Word Puzzles,DS,2011.0,Puzzle,O-Games,0.03,0.0,0.0,0.0,E10+
Heatseeker,Wii,2007.0,Action,Codemasters,0.08,0.0,0.0,0.01,T
Xbox Music Mixer,XB,2003.0,Misc,Microsoft Game Studios,0.26,0.08,0.0,0.01,E
World of Warcraft: Mists of Pandaria,PC,2012.0,Role-Playing,Activision,0.84,0.76,0.0,0.22,T
Harvest Moon: Frantic Farming,DS,2009.0,Puzzle,Rising Star Games,0.08,0.0,0.0,0.01,E
GTR Evolution,PC,2008.0,Racing,Atari,0.0,0.02,0.0,0.0,E
Wizards of Waverly Place,DS,2009.0,Misc,Disney Interactive Studios,0.59,0.2,0.0,0.08,E
Tenchu: Dark Secret,DS,2006.0,Action,From Software,0.03,0.0,0.01,0.0,T
Asphalt: Injection,PSV,2011.0,Action,Ubisoft,0.13,0.06,0.0,0.03,E10+
Kingdom Hearts II,PS2,2005.0,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,E10+
DualPenSports,3DS,2011.0,Sports,Namco Bandai Games,0.05,0.05,0.0,0.01,E10+
Xenoblade Chronicles,Wii,2010.0,Role-Playing,Nintendo,0.43,0.25,0.16,0.07,T
Shadow Ops: Red Mercury,XB,2004.0,Shooter,Atari,0.11,0.03,0.0,0.01,T
Zathura,PS2,2005.0,Adventure,Take-Two Interactive,0.06,0.05,0.0,0.02,E10+
Resident Evil Archives: Resident Evil,Wii,2008.0,Action,Capcom,0.16,0.04,0.08,0.02,M
Scrabble,PSP,2009.0,Misc,Electronic Arts,0.08,0.0,0.0,0.01,E
NBA Inside Drive 2004,XB,2003.0,Sports,Microsoft Game Studios,0.13,0.04,0.0,0.01,E
Myst III: Exile,XB,2002.0,Adventure,Ubisoft,0.04,0.01,0.0,0.0,E
Gradius Galaxies,GBA,2001.0,Shooter,Konami Digital Entertainment,0.06,0.02,0.0,0.0,E
Space Bust-A-Move,DS,2008.0,Puzzle,Square Enix,0.1,0.02,0.0,0.01,E
LEGO Ninjago: Shadow of Ronin,PSV,2015.0,Action,Warner Bros. Interactive Entertainment,0.01,0.08,0.0,0.02,E10+
NBA Live 2005,PS2,2004.0,Sports,Electronic Arts,2.03,0.21,0.0,0.35,E
Final Fantasy Tactics: The War of the Lions,PSP,2007.0,Role-Playing,Square Enix,0.45,0.24,0.3,0.16,T
Geon Cube,Wii,2009.0,Puzzle,P2 Games,0.02,0.0,0.0,0.0,E
Metal Gear Solid: The Essential Collection,PS2,2007.0,Adventure,Konami Digital Entertainment,0.23,0.18,0.0,0.06,M
World Tour Soccer 06,PSP,2006.0,Sports,Sony Computer Entertainment,0.07,0.0,0.0,0.01,E
Return to Castle Wolfenstein: Operation Resurrection,PS2,2003.0,Shooter,Activision,0.26,0.2,0.0,0.07,M
Dragon Ball: Revenge of King Piccolo,Wii,2009.0,Action,Namco Bandai Games,0.12,0.03,0.03,0.02,E10+
Rave Master: Special Attack Force!,GBA,2002.0,Fighting,Konami Digital Entertainment,0.01,0.0,0.0,0.0,T
Ping Pals,DS,2004.0,Misc,THQ,0.1,0.0,0.0,0.01,E
Steins;Gate 0,PSV,2015.0,Adventure,PQube,0.0,0.03,0.05,0.01,M
Chaotic: Shadow Warriors,Wii,2009.0,Action,Activision,0.18,0.0,0.0,0.01,E10+
Metal Slug X,PS,2001.0,Shooter,Virgin Interactive,0.05,0.03,0.0,0.01,T
Danny Phantom: The Ultimate Enemy,GBA,2005.0,Action,THQ,0.16,0.06,0.0,0.0,E
Viva Pinata: Pocket Paradise,DS,2008.0,Simulation,THQ,0.26,0.23,0.0,0.06,E
Super Puzzle Fighter II Turbo,PS,1996.0,Puzzle,Virgin Interactive,0.08,0.05,0.0,0.01,E
The Witcher,PC,2007.0,Role-Playing,Atari,0.0,0.05,0.0,0.01,M
Chuck E. Cheese's Party Games,DS,2010.0,Misc,UFO Interactive,0.17,0.0,0.0,0.01,E
Championship Foosball,Wii,2008.0,Sports,505 Games,0.09,0.0,0.0,0.01,E
Real Heroes: Firefighter,Wii,2009.0,Action,Rondomedia,0.56,0.04,0.0,0.05,E10+
Imagine: Ice Champions,DS,2007.0,Sports,Spike,0.15,0.0,0.0,0.01,E
Far Cry 3,PC,2012.0,Shooter,Ubisoft,0.22,0.62,0.0,0.12,M
Board Game Classics,GBA,2005.0,Misc,"Destination Software, Inc",0.06,0.02,0.0,0.0,E
Pac-Man Party,Wii,2010.0,Misc,Namco Bandai Games,0.47,0.08,0.01,0.04,E10+
Guilty Gear XX Accent Core Plus,PSP,2008.0,Fighting,PQube,0.03,0.01,0.04,0.01,T
Time Crisis 3,PS2,2003.0,Shooter,Namco Bandai Games,0.3,0.23,0.0,0.08,T
NBA 2K6,PS2,2005.0,Action,Take-Two Interactive,0.43,0.34,0.0,0.11,E
Valkyria Chronicles,PS3,2008.0,Role-Playing,Sega,0.71,0.19,0.24,0.13,T
7 Wonders II,DS,2009.0,Puzzle,Rondomedia,0.13,0.15,0.0,0.03,E
Warhawk,PS3,2007.0,Simulation,Sony Computer Entertainment,0.49,0.39,0.0,0.17,T
Battlestations: Midway,PC,2007.0,Strategy,Eidos Interactive,0.0,0.01,0.0,0.0,T
Brave Fencer Musashi,PS,1998.0,Role-Playing,SquareSoft,0.25,0.17,0.65,0.07,E
FlatOut: Head On,PSP,2008.0,Racing,Empire Interactive,0.13,0.1,0.0,0.06,T
Namco Classic Fighter Collection,PS2,2008.0,Fighting,Namco Bandai Games,0.08,0.06,0.0,0.02,T
BloodRayne,XB,2002.0,Shooter,Universal Interactive,0.16,0.05,0.0,0.01,M
Dragon Quest Monsters: Joker,DS,2006.0,Role-Playing,Square Enix,0.23,0.02,1.49,0.02,E10+
Xenogears,PS,1998.0,Role-Playing,SquareSoft,0.29,0.19,0.89,0.1,T
New Super Luigi U,WiiU,2013.0,Platform,Nintendo,1.25,0.62,0.18,0.18,E
EA Sports Active: More Workouts,Wii,2009.0,Sports,Electronic Arts,0.76,0.27,0.0,0.1,E
Rock 'N' Roll Adventures,Wii,2007.0,Platform,Popcorn Arcade,0.02,0.0,0.0,0.0,E
Red Faction,PS2,2001.0,Shooter,THQ,0.76,0.96,0.0,0.2,M
Super Mario Maker,WiiU,2015.0,Platform,Nintendo,1.18,0.89,0.94,0.2,E
Pro Fishing Challenge,XB,2004.0,Sports,Atlus,0.02,0.0,0.0,0.0,E
Manhunt,XB,2004.0,Action,Take-Two Interactive,0.14,0.04,0.0,0.01,M
Tokyo Xtreme Racer Advance,GBA,2005.0,Racing,Crave Entertainment,0.04,0.02,0.0,0.0,E
Lips: Number One Hits,X360,2009.0,Misc,Microsoft Game Studios,0.15,0.34,0.0,0.06,T
Hatsune Miku: Project Diva f,PSV,2012.0,Misc,Sega,0.0,0.0,0.23,0.0,T
SpongeBob SquarePants: Battle for Bikini Bottom,GBA,2003.0,Platform,THQ,0.88,0.33,0.0,0.02,E
The Book of Unwritten Tales 2,WiiU,2016.0,Adventure,Nordic Games,0.0,0.01,0.0,0.0,T
Ski-Doo Snowmobile Challenge,Wii,2009.0,Racing,Valcon Games,0.08,0.0,0.0,0.01,E
Agatha Christie's The ABC Murders,PS4,2016.0,Adventure,Microids,0.01,0.01,0.0,0.0,T
Assassin's Creed: Bloodlines,PSP,2009.0,Action,Ubisoft,0.43,0.47,0.05,0.28,M
Rock Band 3,PS3,2010.0,Misc,MTV Games,0.43,0.08,0.0,0.05,T
Are You Smarter than a 5th Grader? Make the Grade,Wii,2008.0,Misc,THQ,0.5,0.0,0.0,0.04,E
Heroes of Ruin,3DS,2012.0,Role-Playing,Nintendo,0.13,0.07,0.0,0.02,T
Disney's Brother Bear,GBA,2003.0,Action,THQ,0.28,0.1,0.0,0.01,E
Puchi Puchi Virus,DS,2007.0,Puzzle,Jaleco,0.07,0.0,0.0,0.01,E
Bratz: Forever Diamondz,PS2,2006.0,Adventure,THQ,0.01,0.01,0.0,0.0,E
Hard Rock Casino,PSP,2007.0,Misc,Oxygen Interactive,0.12,0.0,0.0,0.01,T
Links 2004,XB,2003.0,Sports,Microsoft Game Studios,0.21,0.06,0.0,0.01,E
Octomania,Wii,2007.0,Puzzle,Midas Interactive Entertainment,0.06,0.0,0.0,0.0,E
Mat Hoffman's Pro BMX 2,GC,2002.0,Sports,Activision,0.03,0.01,0.0,0.0,T
Mario Golf: Toadstool Tour,GC,2003.0,Sports,Nintendo,1.09,0.15,0.25,0.04,E
Cloudy With a Chance of Meatballs,PS3,2009.0,Platform,Ubisoft,0.09,0.01,0.0,0.01,E
Big Bass Fishing,PS,2002.0,Action,Take-Two Interactive,0.0,0.0,0.02,0.0,E
Imagine: Wedding Designer,DS,2008.0,Simulation,Ubisoft,0.55,0.59,0.0,0.14,E
Gauntlet: Seven Sorrows,XB,2005.0,Role-Playing,Midway Games,0.14,0.04,0.0,0.01,T
Let's TAP,Wii,2008.0,Misc,Sega,0.08,0.06,0.01,0.02,E
LocoRoco,PSP,2006.0,Platform,Sony Computer Entertainment,0.14,0.04,0.16,0.03,E
Animal Crossing: Amiibo Festival,WiiU,2015.0,Misc,Nintendo,0.19,0.11,0.09,0.03,E
Valhalla Knights 2: Battle Stance,PSP,2009.0,Role-Playing,Marvelous Interactive,0.0,0.0,0.04,0.0,E10+
Smart Girl's Party Game,DS,2008.0,Misc,505 Games,0.31,0.0,0.0,0.02,E
Mario Tennis: Power Tour,GBA,2005.0,Sports,Nintendo,0.24,0.09,0.19,0.01,E
Monster High 13 Wishes,WiiU,2013.0,Action,Little Orbit,0.02,0.0,0.0,0.0,E
Casper's Scare School: Spooky Sports Day,Wii,2009.0,Sports,Blast! Entertainment Ltd,0.02,0.0,0.0,0.0,E
Enthusia Professional Racing,PS2,2005.0,Racing,Konami Digital Entertainment,0.07,0.06,0.0,0.02,E
Age of Empires III: Gold Edition,PC,2007.0,Strategy,Microsoft Game Studios,0.0,0.02,0.0,0.0,T
Metal Slug XX,PSP,2009.0,Shooter,DHM Interactive,0.03,0.0,0.0,0.0,T
Dragon Booster,DS,2005.0,Shooter,Konami Digital Entertainment,0.02,0.0,0.0,0.0,E
Just Dance 3,X360,2011.0,Misc,Ubisoft,1.47,0.39,0.0,0.16,E10+
Arcania: Gothic 4,X360,2010.0,Role-Playing,JoWood Productions,0.04,0.04,0.01,0.01,T
The Sims 2: Happy Holiday Stuff,PC,2006.0,Simulation,Electronic Arts,0.01,0.01,0.0,0.0,T
Grand Theft Auto 2,PS,1998.0,Action,Take-Two Interactive,1.13,2.07,0.0,0.22,T
Kong: The 8th Wonder of the World,GBA,2005.0,Action,Ubisoft,0.33,0.12,0.0,0.01,E10+
Moto Racer DS,DS,2008.0,Racing,Nobilis,0.0,0.02,0.0,0.0,E
Syphon Filter: Logan's Shadow,PSP,2007.0,Shooter,Sony Computer Entertainment,0.25,0.12,0.0,0.09,T
Time Crisis II,PS2,2001.0,Shooter,Namco Bandai Games,0.26,0.2,0.0,0.07,T
Amped 3,X360,2005.0,Sports,Take-Two Interactive,0.13,0.02,0.0,0.01,T
Mystery P.I. - Portrait of a Thief,DS,2008.0,Adventure,Unknown,0.1,0.0,0.0,0.01,E
Ford Racing Off Road,PSP,2008.0,Racing,Xplosiv,0.05,0.08,0.0,0.02,E
Yamaha Supercross,DS,2009.0,Racing,Zoo Digital Publishing,0.1,0.0,0.0,0.01,E
Medieval II: Total War Gold Edition,PC,2008.0,Strategy,Sega,0.0,0.34,0.0,0.03,T
Gem Quest: 4 Elements,DS,2011.0,Puzzle,Mastertronic,0.05,0.05,0.0,0.01,E
Rise of Flight: Iron Cross Edition,PC,2010.0,Simulation,Aerosoft,0.01,0.0,0.0,0.0,E10+
Summer Heat Beach Volleyball,PS2,2003.0,Sports,Acclaim Entertainment,0.14,0.11,0.0,0.04,T
NeverDead,X360,2012.0,Shooter,Konami Digital Entertainment,0.06,0.03,0.0,0.01,M
Halo 3,X360,2007.0,Shooter,Microsoft Game Studios,7.97,2.81,0.13,1.21,M
Heavy Rain,PS3,2010.0,Adventure,Sony Computer Entertainment,1.29,1.21,0.06,0.47,M
DarkStar One,PC,2006.0,Simulation,Ubisoft,0.0,0.03,0.0,0.01,T
Boogie SuperStar,Wii,2008.0,Misc,Electronic Arts,0.2,0.02,0.0,0.02,E10+
300: March to Glory,PSP,2007.0,Action,Warner Bros. Interactive Entertainment,0.27,0.08,0.0,0.07,M
Monster High: Ghoul Spirit,DS,2011.0,Misc,THQ,0.69,0.16,0.0,0.07,E
Monster Hunter Freedom Unite,PSP,2008.0,Role-Playing,Capcom,0.47,0.55,4.13,0.34,T
Monkey Madness: Island Escape,DS,2010.0,Action,Storm City Games,0.01,0.0,0.0,0.0,E10+
Army Men: Green Rogue,PS2,2001.0,Action,3DO,0.06,0.05,0.0,0.02,T
Kirby and the Rainbow Curse,WiiU,2015.0,Platform,Nintendo,0.22,0.13,0.12,0.04,E
Enemy Front,X360,2014.0,Shooter,Namco Bandai Games,0.02,0.02,0.0,0.0,M
Counter-Strike,XB,2003.0,Shooter,Microsoft Game Studios,0.85,0.23,0.0,0.04,M
Princess Isabella: A Witch's Curse,Wii,2010.0,Adventure,Destineer,0.02,0.0,0.0,0.0,E
Horsez,DS,2006.0,Simulation,Ubisoft,0.38,0.01,0.0,0.03,E
Top Shot Arcade,Wii,2011.0,Shooter,Activision,0.12,0.0,0.0,0.01,T
Enemy Territory: Quake Wars,PS3,2008.0,Shooter,Activision,0.23,0.07,0.0,0.04,T
Pokemon Ranger: Guardian Signs,DS,2010.0,Role-Playing,Nintendo,0.5,0.16,0.58,0.05,E
Escape the Emerald Star,PC,2011.0,Puzzle,PopCap Games,0.02,0.0,0.0,0.0,E
100 All-Time Favorites,DS,2009.0,Puzzle,Ubisoft,0.35,0.12,0.0,0.04,E
Pillow Pets,DS,2011.0,Adventure,GameMill Entertainment,0.08,0.0,0.0,0.01,E
Casual Mania!,DS,2010.0,Puzzle,Foreign Media Games,0.04,0.0,0.0,0.0,E
HSX HyperSonic.Xtreme,PS2,2002.0,Racing,Midas Interactive Entertainment,0.25,0.2,0.0,0.07,E
Guitar Hero: On Tour,DS,2008.0,Misc,Activision,2.1,1.01,0.01,0.35,E10+
No More Heroes 2: Desperate Struggle,Wii,2010.0,Action,Rising Star Games,0.2,0.11,0.04,0.03,M
MTX Mototrax,PSP,2006.0,Racing,Activision,0.04,0.0,0.0,0.0,E
Finding Nemo,GBA,2003.0,Action,THQ,1.59,1.05,0.04,0.14,E
Mister Mosquito,PS2,2001.0,Shooter,Eidos Interactive,0.05,0.04,0.17,0.01,T
World Championship Poker: Deluxe Series,DS,2005.0,Misc,505 Games,0.07,0.0,0.0,0.01,E
Rockin' Pretty,DS,2009.0,Misc,Arc System Works,0.05,0.0,0.0,0.0,E
Summon Night: Twin Age,DS,2007.0,Role-Playing,Banpresto,0.07,0.0,0.05,0.01,E10+
Jet Grind Radio,GBA,2003.0,Action,Sega,0.02,0.01,0.0,0.0,E
Barbie: Groom and Glam Pups,DS,2010.0,Action,THQ,0.25,0.14,0.0,0.04,E
Evil Dead: Hail to the King,PS,2000.0,Adventure,THQ,0.15,0.1,0.0,0.02,M
Fire Emblem: Radiant Dawn,Wii,2007.0,Strategy,Nintendo,0.27,0.03,0.17,0.03,E10+
Kingdom Hearts 358/2 Days,DS,2009.0,Role-Playing,Square Enix,1.06,0.26,0.53,0.13,E10+
Empire Earth III,PC,2007.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,T
Dynasty Warriors DS: Fighter's Battle,DS,2007.0,Action,Tecmo Koei,0.04,0.0,0.03,0.0,E10+
Touch Mechanic,DS,2008.0,Simulation,Nintendo,0.08,0.0,0.0,0.01,E
Mercury Meltdown,PSP,2006.0,Action,Atari,0.05,0.0,0.0,0.01,E
Frequency,PS2,2001.0,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,E
Grandia II,DC,2000.0,Role-Playing,Ubisoft,0.0,0.0,0.2,0.0,T
Coded Arms,PSP,2005.0,Shooter,Konami Digital Entertainment,0.28,0.29,0.0,0.17,T
Dynasty Warriors: Gundam Reborn,PS3,2013.0,Action,Tecmo Koei,0.0,0.0,0.23,0.0,T
America's Army: Rise of a Soldier,XB,2005.0,Shooter,Ubisoft,0.19,0.05,0.0,0.01,T
Hakuoki: Demon of the Fleeting Blossom,PSP,2009.0,Adventure,Idea Factory,0.08,0.0,0.0,0.01,M
Princess Debut,DS,2008.0,Misc,Cave,0.1,0.0,0.0,0.01,E
Imagine: Reporter,DS,2010.0,Simulation,Ubisoft,0.08,0.01,0.0,0.01,E
East India Company,PC,2009.0,Strategy,Paradox Interactive,0.01,0.0,0.0,0.0,T
Smart Boy's Gameroom,DS,2007.0,Misc,505 Games,0.12,0.0,0.0,0.01,E
Billy Hatcher and the Giant Egg,GC,2003.0,Platform,Sega,0.19,0.05,0.0,0.01,E
Crash Team Racing,PS,1999.0,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,E
My Amusement Park,DS,2010.0,Misc,Scholastic Inc.,0.05,0.0,0.0,0.0,E
Resident Evil 2,GC,2003.0,Action,Capcom,0.04,0.01,0.0,0.0,M
Ant Nation,DS,2009.0,Simulation,Konami Digital Entertainment,0.06,0.01,0.0,0.01,E
Metal Dungeon,XB,2002.0,Role-Playing,Xicat Interactive,0.02,0.01,0.0,0.0,T
Ford Racing,PS,2001.0,Racing,Empire Interactive,0.48,0.33,0.0,0.06,E
Crash 'N' Burn,XB,2004.0,Racing,Eidos Interactive,0.07,0.02,0.0,0.0,T
Cosmic Family,Wii,2007.0,Misc,Ubisoft,0.07,0.0,0.0,0.01,E
Bushido Blade,PS,1997.0,Fighting,Sony Computer Entertainment,0.39,0.27,0.43,0.08,T
Tycoon City: New York,PC,2006.0,Strategy,Atari,0.0,0.02,0.0,0.0,T
Gun Showdown,PSP,2006.0,Action,Activision,0.05,0.0,0.0,0.01,M
Tomb Raider III: Adventures of Lara Croft,PC,1998.0,Action,Eidos Interactive,0.59,0.03,0.0,0.0,T
Dance Dance Revolution Extreme 2,PS2,2005.0,Simulation,Konami Digital Entertainment,0.95,0.04,0.0,0.16,E10+
E.T. The Extra-Terrestrial,GBA,2001.0,Action,NewKidCo,0.01,0.0,0.0,0.0,E
Blade II,XB,2002.0,Action,Activision,0.1,0.03,0.0,0.0,M
Growlanser Generations,PS2,2003.0,Role-Playing,Atlus,0.06,0.04,0.0,0.01,T
All-Star Baseball 2004,XB,2003.0,Sports,Acclaim Entertainment,0.1,0.03,0.0,0.0,E
Tekken Tag Tournament 2,PS3,2012.0,Fighting,Namco Bandai Games,0.28,0.31,0.13,0.13,T
Dragon Quest IV: Chapters of the Chosen,DS,2007.0,Role-Playing,Square Enix,0.3,0.02,1.27,0.03,E10+
LEGO Legends of Chima: Laval's Journey,3DS,2013.0,Adventure,Warner Bros. Interactive Entertainment,0.18,0.1,0.0,0.03,E10+
Gold's Gym: Dance Workout,Wii,2010.0,Sports,Ubisoft,0.69,0.1,0.0,0.06,E10+
MLB Power Pros 2008,Wii,2008.0,Sports,Konami Digital Entertainment,0.11,0.0,0.01,0.01,E
Crush3D,3DS,2012.0,Platform,Sega,0.07,0.04,0.0,0.01,E10+
Don King Boxing,Wii,2009.0,Sports,Take-Two Interactive,0.14,0.09,0.0,0.03,T
IL-2 Sturmovik: Forgotten Battles,PC,2003.0,Simulation,Ubisoft,0.0,0.02,0.0,0.0,T
Heroes of Might and Magic V,PC,2006.0,Strategy,Ubisoft,0.0,0.03,0.0,0.01,T
Vampire Moon: The Mystery of the Hidden Sun,DS,2010.0,Adventure,City Interactive,0.12,0.01,0.0,0.01,E
World Soccer Winning Eleven 6 International,PS2,2002.0,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,E
RPG Maker II,PS2,2002.0,Role-Playing,Enterbrain,0.06,0.05,0.0,0.02,E
Bass Pro Shops: The Hunt,X360,2010.0,Sports,Griffin International,0.08,0.0,0.0,0.01,T
Jake Hunter: Detective Chronicles,DS,2008.0,Adventure,Aksys Games,0.02,0.0,0.0,0.0,T
Special Forces: Nemesis Strike,XB,2005.0,Shooter,Hip Interactive,0.03,0.01,0.0,0.0,M
TNA iMPACT: Cross the Line,PSP,2010.0,Fighting,SouthPeak Games,0.05,0.0,0.0,0.0,T
Fullmetal Alchemist 2: Curse of the Crimson Elixir,PS2,2004.0,Role-Playing,Square Enix,0.13,0.1,0.0,0.03,T
Jenga World Tour,DS,2007.0,Misc,Atari,0.08,0.0,0.0,0.01,E
Mortal Kombat Kollection,PS2,2008.0,Fighting,Midway Games,0.04,0.03,0.0,0.01,M
Bomberman Generation,GC,2002.0,Adventure,Vivendi Games,0.15,0.04,0.06,0.01,E
Total War: WARHAMMER,PC,2016.0,Strategy,Sega,0.0,0.12,0.0,0.01,T
Disney Magical World,3DS,2013.0,Adventure,Nintendo,0.17,0.2,0.53,0.03,E
Eco Creatures: Save The Forest,DS,2007.0,Adventure,Rising Star Games,0.03,0.0,0.0,0.0,E
Sonic Generations,PC,2011.0,Platform,Sega,0.02,0.07,0.0,0.02,E
Samurai Warriors: Xtreme Legends,PS2,2004.0,Action,Tecmo Koei,0.04,0.03,0.36,0.01,T
Animal Planet: Vet Collection,DS,2010.0,Simulation,Activision,0.05,0.0,0.0,0.0,E
MLB 11: The Show,PS2,2011.0,Sports,Sony Computer Entertainment,0.06,0.05,0.0,0.02,E
Outlaw Volleyball Remixed,PS2,2004.0,Sports,Global Star,0.02,0.01,0.0,0.0,M
The Sims 3: Town Life Stuff,PC,2011.0,Simulation,Electronic Arts,0.11,0.17,0.0,0.05,T
The X Files: Resist or Serve,PS2,2004.0,Adventure,Vivendi Games,0.06,0.05,0.0,0.02,M
The Sims 2: Apartment Life,PC,2008.0,Simulation,Electronic Arts,0.0,0.07,0.0,0.01,T
Disgaea DS,DS,2008.0,Role-Playing,Square Enix,0.11,0.01,0.05,0.01,T
Star Trek: Invasion,PS,2000.0,Simulation,Activision,0.15,0.1,0.0,0.02,E
The Con,PSP,2005.0,Fighting,Sony Computer Entertainment,0.18,0.0,0.0,0.02,T
Every Extend Extra,PSP,2006.0,Shooter,Disney Interactive Studios,0.1,0.0,0.0,0.01,E
Dance Dance Revolution Ultramix 3,XB,2005.0,Simulation,Konami Digital Entertainment,0.28,0.08,0.0,0.01,E10+
Knockout Kings 2003,GC,2002.0,Sports,Electronic Arts,0.12,0.03,0.0,0.0,T
Assassin's Creed III: Liberation,PSV,2012.0,Action,Ubisoft,0.53,0.48,0.06,0.24,M
Franklin's Great Adventures,DS,2006.0,Action,Game Factory,0.02,0.0,0.0,0.0,E
Heavenly Sword,PS3,2007.0,Action,Sony Computer Entertainment,0.57,0.72,0.06,0.29,T
World of Warcraft: Cataclysm,PC,2010.0,Role-Playing,Activision,1.77,0.32,0.0,0.0,T
Star Ocean: First Departure,PSP,2007.0,Role-Playing,Square Enix,0.2,0.13,0.22,0.09,T
Danganronpa Another Episode: Ultra Despair Girls,PSV,2014.0,Action,Nippon Ichi Software,0.06,0.01,0.12,0.02,M
Touch My Katamari,PSV,2011.0,Puzzle,Namco Bandai Games,0.07,0.03,0.0,0.02,E10+
Rayman Arena,GC,2002.0,Racing,Ubisoft,0.11,0.03,0.0,0.0,E
Wizards of Waverly Place: Spellbound,DS,2010.0,Misc,Disney Interactive Studios,0.16,0.03,0.0,0.01,E
Uncharted: Drake's Fortune,PS3,2007.0,Action,Sony Computer Entertainment,2.31,1.72,0.12,0.77,T
Silent Hunter: Wolves of the Pacific,PC,2007.0,Simulation,Ubisoft,0.0,0.04,0.0,0.01,T
Toy Shop,DS,2008.0,Simulation,Majesco Entertainment,0.03,0.0,0.0,0.0,E
Ace Combat 2,PS,1997.0,Simulation,Sony Computer Entertainment,0.16,0.11,0.56,0.06,T
Final Fantasy: The 4 Heroes of Light,DS,2009.0,Role-Playing,Square Enix,0.22,0.1,0.23,0.03,E10+
Formula One 2001,PS2,2001.0,Racing,Sony Computer Entertainment,0.13,0.1,0.0,0.03,E
